Date,VALUE
1998-12-31,1.547
1999-12-31,2.193
2000-12-31,3.367
2001-12-31,2.817
2002-12-31,1.596
2003-12-31,2.298
2004-12-31,2.668
2005-12-31,3.366
2006-12-31,3.222
2007-12-31,2.871
2008-12-31,3.815
2009-12-31,-0.32
2010-12-31,1.637
2011-12-31,3.14
2012-12-31,2.073
2013-12-31,1.466
2014-12-31,1.615
2015-12-31,0.119
2016-12-31,1.27
2017-12-31,2.136
2018-12-31,2.435
